Gene,THP1_sgNT_R1,THP1_sgNT_R2
NAXE,131.199,137.855
NBAS,29.836,25.585
NBAT1,0,0
NBDY,22.531,19.808
NBEA,0.171,0.161
NBEAL1,2.901,2.595
NBEAL2,25.237,22.774
NBEAP1,0.033,0.039
NBEAP3,0,0
NBEAP5,0,0
NBL1,15.4,15.038
NBN,73.025,61.475
NBPF1,5.219,4.86
NBPF10,1.798,1.601
NBPF11,6.04,4.552
NBPF12,9.813,8.662
NBPF13P,0,0.04
NBPF14,3.413,2.878
NBPF15,4.823,4.105
NBPF17P,0.283,0.438
NBPF18P,0,0
NBPF19,0.066,0.093
NBPF20,0.395,0.368
NBPF21P,0,0
NBPF22P,0,0.045
NBPF25P,0.675,0.56
NBPF26,3.313,2.317
NBPF2P,2.635,2.269
NBPF3,6.014,5.515
NBPF4,1.092,1.022
NBPF5P,0.411,0.222
NBPF6,0.186,0.055
NBPF7,0,0
NBPF8,2.348,2.085
NBPF9,3.373,2.7
NBR1,36.134,31.39
NBR2,6.464,6.163
NCALD,5.907,5.053
NCAM1,21.142,20.787
NCAM1-AS1,0,0.012
NCAM2,38.936,35.9
NCAN,0.061,0.072
NCAPD2,210.721,181.523
NCAPD2P1,0.067,0
NCAPD3,69.311,56.844
NCAPG,138.973,121.727
NCAPG2,81.466,67.36
NCAPGP1,0.166,0.236
NCAPGP2,0,0
NCAPH,62.674,55.031
NCAPH2,58.856,58.143
NCBP1,108.888,95.458
NCBP2,71.703,63.652
NCBP2-AS1,1.817,1.144
NCBP2AS2,74.291,76.511
NCBP2L,0.029,0
NCBP3,24.905,22.232
NCCRP1,0.061,0.036
NCDN,28.037,28.455
NCEH1,14.005,13.013
NCF1,3.99,4.217
NCF1B,4.642,3.868
NCF1C,6.019,7.107
NCF2,38.842,35.503
NCF4,99.747,91.007
NCF4-AS1,0,0
NCK1,17.933,15.282
NCK1-DT,1.777,2.1
NCK2,114.523,107.648
NCKAP1,0.133,0.13
NCKAP1L,205.75,177.478
NCKAP5,0,0
NCKAP5-AS1,0,0
NCKAP5-AS2,0,0
NCKAP5-IT1,0,0
NCKAP5L,4.5,4.697
NCKIPSD,46.009,40.696
NCL,772.85,686.258
NCLN,156.594,147.136
NCLP1,0.031,0
NCLP2,0.041,0
NCMAP,0,0.017
NCMAP-DT,0,0
NCOA1,11.202,10.052
NCOA2,36.699,29.585
NCOA3,18.184,16.445
NCOA4,206.696,179.297
NCOA4P2,0,0
NCOA4P3,0,0
NCOA4P4,0.097,0
NCOA5,81.401,77.934
NCOA6,26.4,23.692
NCOA7,14.807,12.805
NCOA7-AS1,0,0
NCOR1,81.835,70.485
NCOR1P1,0,0
NCOR1P2,0,0
NCOR1P3,0,0
NCOR1P4,0,0
NCOR2,69.988,65.672
NCR1,0,0
NCR2,0,0
NCR3,0.487,0.521
NCR3LG1,39.359,30.941
NCS1,34.466,36.194
NCSTN,158.407,136.325
NCSTNP1,0,0
NDC1,211.918,185.726
NDC80,67.707,60.59
NDE1,35.905,33.371
NDE1P2,0,0
NDEL1,11.055,9.463
NDFIP1,49.334,47.461
NDFIP1P1,0,0
NDFIP2,32.969,28.689
NDFIP2-AS1,0,0.166
NDN,0,0
NDNF,0.134,0.08
NDOR1,59.729,58.426
NDP,0,0
NDP-AS1,0,0
NDRG1,30.239,29.709
NDRG2,5.689,4.938
NDRG3,31.692,27.429
NDRG4,0,0
NDST1,7.624,7.66
NDST1-AS1,0,0
NDST2,1.123,1.289
NDST3,0.114,0.073
NDST4,0,0
NDUFA1,250.687,269.569
NDUFA10,32.148,30.531
NDUFA11,15.107,15.247
NDUFA12,63.284,59.232
NDUFA12P1,0,0
NDUFA13,15.172,14.664
NDUFA2,77.184,80.143
NDUFA3,24.707,25.337
NDUFA3P1,0,0
NDUFA3P2,0,0
NDUFA3P3,0,0
NDUFA3P4,0,0
NDUFA3P6,0,0
NDUFA4,69.197,72.123
NDUFA4L2,2.719,2.265
NDUFA4P2,0,0
NDUFA5,23.54,23.14
NDUFA5P1,0,0
NDUFA5P10,0,0
NDUFA5P11,0,0.416
NDUFA5P12,0,0.208
NDUFA5P2,0,0
NDUFA5P3,0,0
NDUFA5P4,0,0
NDUFA5P5,0,0
NDUFA5P6,0,0
NDUFA5P7,0,0
NDUFA5P8,0,0
NDUFA5P9,0,0
NDUFA6,191.511,192.954
NDUFA6-DT,0.681,0.686
NDUFA7,2.675,2.925
NDUFA8,161.451,147.817
NDUFA8P1,0,0
NDUFA9,5.411,5.21
NDUFA9P1,0.265,0.252
NDUFAB1,142.526,157.33
NDUFAB1P1,0.131,0.155
NDUFAF1,46.447,45.348
NDUFAF2,22.283,23.5
NDUFAF2P1,2.945,3.081
NDUFAF2P2,0.471,0.42
NDUFAF3,208.864,207.109
NDUFAF4,35.197,34.674
NDUFAF4P1,0,0
NDUFAF4P2,0,0
NDUFAF4P3,0,0
NDUFAF4P4,0,0.142
NDUFAF5,4.112,3.612
NDUFAF6,10.939,10.697
NDUFAF7,10.595,8.607
NDUFAF8,80.524,93.237
NDUFB1,37.904,42.196
NDUFB10,312.873,304.983
NDUFB10P1,0,0
NDUFB10P2,0,0
NDUFB11,139.453,143.447
NDUFB11P1,0,0
NDUFB1P1,4.672,7.142
NDUFB1P2,0,0
NDUFB2,24.705,27.512
NDUFB2-AS1,2.661,2.21
NDUFB2P1,0,0
NDUFB3,156.848,156.261
NDUFB4,140.297,131.047
NDUFB4P1,0,0
NDUFB4P10,0,0
NDUFB4P11,0.026,0.031
NDUFB4P12,0,0.366
NDUFB4P2,0,0
NDUFB4P3,0,0
NDUFB4P4,0,0
NDUFB4P5,0.166,0
NDUFB4P6,0.164,0
NDUFB4P7,0,0
NDUFB4P8,0.164,0.584
NDUFB4P9,0,0
NDUFB5,46.061,45.315
NDUFB5P1,0,0
NDUFB5P2,0,0
NDUFB6,55.821,57.714
NDUFB7,286.193,313.853
NDUFB8,45.945,44.268
NDUFB8P1,0,0
NDUFB8P2,1.563,0.797
NDUFB9,161.581,161.681
NDUFB9P1,0,0
NDUFB9P2,0.711,0.986
NDUFB9P3,0,0
NDUFC1,91.262,96.443
NDUFC2,29.825,28.606
NDUFC2-KCTD14,0.073,0
NDUFS1,61.237,54.173
NDUFS2,177.412,170.021
NDUFS3,87.659,85.291
NDUFS4,86.265,85.657
NDUFS5,657.569,657.519
NDUFS5P1,0,0
NDUFS5P2,0,0
NDUFS5P3,0.187,0.222
NDUFS5P4,0,0
NDUFS5P5,0.561,1.557
NDUFS5P6,0,0
NDUFS6,321.604,331.421
NDUFS6P1,0,0
NDUFS7,22.203,22.798
NDUFS8,49.815,54.778
NDUFV1,91.961,87.931
NDUFV2,2.836,3.662
NDUFV2-AS1,1.3,1.147
NDUFV2P1,2.517,2.756
NDUFV3,25.166,23.559
NEAT1,9.369,9.33
NEB,0.246,0.199
NEBL,0.484,0.466
NEBL-AS1,0.088,0
NECAB1,0.019,0.012
NECAB2,2.551,2.466
NECAB3,8.84,8.257
NECAP1,3.371,3.309
NECAP1P1,0,0
NECAP1P2,0,0
NECAP2,38.014,36.19
NECTIN1,16.391,15.075
NECTIN1-AS1,0.215,0
NECTIN2,73.038,69.265
NECTIN3,0.848,0.824
NECTIN3-AS1,0.055,0.066
NECTIN4,0.191,0.207
NEDD1,23.072,19.291
NEDD4,10.971,9.591
NEDD4L,5.626,5.049
NEDD8,40.955,35.456
NEDD8-MDP1,0.229,0
NEDD8P1,3.693,5.269
NEDD9,3.468,2.937
NEFH,27.81,24.936
NEFHP1,0,0
NEFL,0,0
NEFLP1,0.122,0.145
NEFM,0,0
NEFMP1,0,0
NEGR1,0.359,0.297
NEGR1-IT1,0,0
NEIL1,0.996,0.926
NEIL2,6.639,6.387
NEIL3,60.336,54.142
NEK1,4.71,3.95
NEK10,0.107,0.089
NEK11,0.752,0.627
NEK2,49.588,45.045
NEK2P2,0,0
NEK2P4,0.045,0.054
NEK3,12.05,11.051
NEK4,32.857,29.427
NEK4P1,0,0
NEK4P2,0,0.071
NEK4P3,0,0
NEK5,0.034,0.081
NEK6,77.263,72.165
NEK7,51.753,44.157
NEK8,4.656,3.82
NEK9,41.065,34.642
NELFA,18.328,17.612
NELFB,270.731,269.264
NELFCD,43.062,39.51
NELFE,108.177,106.255
NELL1,0,0
NELL2,0.468,0.345
NEMF,37.951,32.457
NEMP1,79.755,68.405
NEMP2,14.26,11.646
NENF,75.608,87.242
NENFP1,0.258,0.46
NENFP2,0,0.162
NENFP3,0,0
NEO1,3.359,3.221
NEPNP,0,0
NEPRO,20.741,18.598
NES,3.323,3.271
NET1,97.506,82.7
NETO1,0.027,0.016
NETO2,27.879,24.938
NEU1,47.618,46.941
NEU2,0,0
NEU3,26.286,21.985
NEU4,0.038,0.015
NEURL1,6.974,7.731
NEURL1-AS1,0,0
NEURL1B,9.393,8.779
NEURL2,1.801,1.647
NEURL3,0,0
NEURL4,25.585,22.85
NEUROD1,0.091,0.173
NEUROD2,0,0.023
NEUROD4,0,0
NEUROD6,0,0
NEUROG1,0.071,0.042
NEUROG2,0.026,0.093
NEUROG2-AS1,0,0
NEUROG3,42.24,36.809
NEXMIF,2.682,2.329
NEXN,4.875,4.701
NEXN-AS1,0,0.062
NF1,20.458,18.191
NF1P1,0,0
NF1P10,0,0
NF1P11,0,0
NF1P12,0,0
NF1P2,0,0
NF1P3,0,0
NF1P4,0,0
NF1P5,0,0
NF1P6,0,0
NF1P7,0,0
NF1P8,0,0
NF1P9,0,0
NF2,53.575,47.827
NFAM1,56.316,51.029
NFASC,0,0.003
NFAT5,9.413,7.677
NFATC1,11.957,11.098
NFATC2,16.724,14.179
NFATC2IP,39.937,37.839
NFATC3,48.069,42.418
NFATC4,0.043,0.042
NFE2,22.217,19.435
NFE2L1,98.52,85.759
NFE2L2,62.324,55.968
NFE2L3,3.727,3.768
NFE2L3P1,0.031,0
NFE4,0.056,0.133
NFIA,0.104,0.098
NFIA-AS1,0,0
NFIA-AS2,0,0
NFIB,0.033,0.028
NFIC,65.541,66.932
NFIL3,18.152,16.404
NFIX,30.225,28.899
NFKB1,27.923,24.833
NFKB2,22.185,19.272
NFKBIA,36.912,34.822
NFKBIB,42.957,46.805
NFKBID,5.879,6.008
NFKBIE,36.213,37.717
NFKBIL1,41.52,43.945
NFKBIZ,2.605,2.19
NFRKB,35.415,30.688
NFS1,20.126,18.261
NFU1,59.97,56.467
NFU1P1,0,0
NFU1P2,0,0
NFX1,68.129,62.076
NFXL1,11.896,9.551
NFYA,109.56,96.065
NFYAP1,0,0
NFYB,18.784,16.255
NFYBP1,0,0
NFYC,609.083,557.408
NFYC-AS1,25.387,24.174
NGB,0,0
NGDN,19.364,17.498
NGEF,0.375,0.446
NGF,0,0
NGF-AS1,0,0
NGFR,0.421,0.466
NGLY1,22.784,20.754
NGRN,31.653,32.318
NHEJ1,1.024,1.034
NHLH1,0.493,0.726
NHLH2,0.008,0
NHLRC1,1.61,1.564
NHLRC2,27.189,23.82
NHLRC3,14.106,11.066
NHLRC4,0.946,0.852
NHP2,242.827,243.5
NHP2P1,1.69,1.701
NHP2P2,0,0
NHS,0.214,0.158
NHS-AS1,0,0.195
NHSL1,3.848,3.522
NHSL2,1.615,1.367
NIBAN1,41.233,35.016
NIBAN2,31.68,32.686
NIBAN3,0.33,0.227
NICN1,0,0
NID1,197.911,174.184
NID2,0,0
NIF3L1,52.352,47.089
NIFK,111.897,101.427
NIFK-AS1,3.419,2.976
NIFKP1,0,0
NIFKP2,0,0
NIFKP3,0.069,0.083
NIFKP4,0,0
NIFKP6,0.071,0
NIFKP7,0,0
NIFKP8,0,0
NIFKP9,0,0
NIM1K,0.282,0.257
NIN,67.778,55.776
NINJ1,38.315,37.576
NINJ2,29.183,29.468
NINJ2-AS1,4.964,4.558
NINL,9.872,8.871
NIP7,60.815,58.956
NIP7P1,0,0
NIP7P2,0,0
NIP7P3,0,0
NIPA1,6.833,6.183
NIPA2,103.832,94.8
NIPA2P1,0,0
NIPA2P2,0,0
NIPA2P3,0,0
NIPA2P4,0,0
NIPA2P5,0,0
NIPAL1,0.131,0.036
NIPAL2,30.666,26.041
NIPAL3,27.694,24.354
NIPAL4,0,0
NIPBL,52.002,42.822
NIPBL-DT,6.986,6.577
NIPSNAP1,65.324,56.984
NIPSNAP2,44.793,40.292
NIPSNAP3A,48.95,42.858
NIPSNAP3B,1.664,1.801
NISCH,29.06,25.883
NIT1,20.17,18.655
NIT2,13.712,12.765
NKAIN1,4.216,3.657
NKAIN1P1,0,0
NKAIN2,0,0
NKAIN3,0,0
NKAIN3-IT1,0.017,0.01
NKAIN4,0,0
NKAP,8.286,6.822
NKAPD1,32.868,28.482
NKAPL,0,0
NKAPP1,0.89,0.872
NKD1,2.087,1.909
NKD2,37.336,34.558
NKG7,21.457,23.187
NKILA,0.801,0.898
NKIRAS1,5.431,4.38
NKIRAS2,34.026,32.767
NKPD1,0.111,0.033
NKRF,47.228,42.614
NKTR,19.927,17.59
NKX1-1,0,0
NKX1-2,0.019,0.044
NKX2-1,0,0
NKX2-1-AS1,0,0
NKX2-2,15.194,13.154
NKX2-2-AS1,0.094,0
NKX2-3,1.381,0.992
NKX2-4,61.52,60.696
NKX2-5,0,0
NKX2-6,0,0
NKX2-8,0.033,0
NKX3-1,1.228,1.264
NKX3-2,15.901,13.152
NKX6-1,29.197,28.837
NKX6-2,0,0
NKX6-3,5.066,4.992
NLE1,17.795,16.763
NLGN1,0.065,0.035
NLGN1-AS1,0,0
NLGN2,3.646,3.011
NLGN3,0.465,0.446
NLGN4X,0,0
NLGN4Y,3.937,3.102
NLGN4Y-AS1,0,0
NLK,17.772,15.83
NLN,53.067,48.7
NLRC3,3.466,2.776
NLRC4,2.22,2.131
NLRC5,16.314,14.445
NLRP1,0.365,0.397
NLRP10,0,0
NLRP11,0.111,0.182
NLRP12,1.845,2.496
NLRP13,0,0
NLRP14,0.047,0.037
NLRP2,13.435,11.257
NLRP2B,0,0
NLRP3,113.532,99.317
NLRP3P1,0,0.08
NLRP4,0,0.018
NLRP5,0,0
NLRP6,1.03,0.646
NLRP7,0.077,0
NLRP8,0,0
NLRP9,0,0
NLRP9P1,0,0
NLRX1,32.303,31.428
NMB,25.273,28.792
NMBR,0.076,0.091
NMBR-AS1,0,0
NMD3,59.895,51.868
NMD3P1,0.081,0
NMD3P2,0,0
NME1,70.062,71.587
NME1-NME2,8.132,8
NME1P1,0,0
NME2,90.353,92.506
NME2P1,21.183,32.778
NME3,53.458,57.681
NME4,159.75,164.688
NME5,0.025,0.09
NME6,16.006,14.377
NME7,5.715,4.384
NME8,0.123,0
NME9,0,0
NMI,94.255,86.258
NMNAT1,17.252,15.121
NMNAT1P1,0,0
NMNAT1P2,0,0
NMNAT1P3,0,0
NMNAT1P4,0,0
NMNAT1P5,0,0
NMNAT2,2.059,1.718
NMNAT3,1.86,1.694
NMRAL1,33.876,33.421
NMRAL2P,0.091,0.326
NMRK1,3.885,3.788
NMRK2,0,0
NMS,0,0
NMT1,86.134,77.858
NMT2,4.187,4.206
NMTRQ-TTG12-1,0,0
NMTRS-TGA3-1,0,0
NMU,0.062,0.147
NMUR1,0.578,0.577
NMUR2,0,0
NNAT,0,0
NNMT,0.144,0.049
NNT,69.05,60.136
NNT-AS1,9.336,7.656
NOA1,67.488,58.96
NOB1,130.028,121.358
NOBOX,0.028,0.034
NOC2L,181.039,175.73
NOC2LP1,5.13,4.843
NOC2LP2,0.124,0.11
NOC3L,43.571,36.991
NOC4L,70.059,76.513
NOCT,66.213,62.124
NOD1,11.415,10.985
NOD2,7.018,5.726
NODAL,0,0
NOG,0.816,0.635
NOL10,56.075,52.542
NOL11,79.266,70.771
NOL12,3.215,3.086
NOL3,1.345,1.17
NOL4,0,0
NOL4L,12.34,12.292
NOL4L-DT,0,0
NOL6,101.226,91.654
NOL7,68.148,63.627
NOL8,36.566,32.28
NOL8P1,0,0.02
NOL9,30.112,29.223
NOLC1,270.033,235.42
NOM1,39.48,37.227
NOMO1,68.065,58.265
NOMO2,24.845,20.52
NOMO3,6.001,4.864
NONO,348.035,313.851
NONOP2,0.537,0.348
NOP10,435.878,445.714
NOP14,89.874,84.365
NOP14-AS1,4.43,4.191
NOP16,71.83,68.046
NOP2,3.435,3.733
NOP53,121.413,117.065
NOP53-AS1,0,0
NOP56,84.581,79.314
NOP56P1,0,0.192
NOP56P2,0,0
NOP56P3,0,0
NOP58,171.251,162.628
NOP9,59.492,53.9
NORAD,138.642,115.893
NOS1,0,0
NOS1AP,1.897,1.555
NOS2,0.218,0.049
NOS2P1,0,0
NOS2P2,0,0
NOS2P3,0,0
NOS2P4,0,0
NOS3,5.682,5.274
NOSIP,31.02,29.848
NOSTRIN,0.011,0.014
NOTCH1,51.277,49.51
NOTCH2,63.543,54.965
NOTCH2NLA,0.488,0.242
NOTCH2NLB,0.867,0.902
NOTCH2NLC,0.551,0.495
NOTCH2P1,0,0
NOTCH3,0.077,0.099
NOTCH4,0.191,0.088
NOTO,0,0
NOTUM,2.578,2.672
NOVA1,0,0
NOVA2,0.053,0.056
NOX1,0,0
NOX3,0,0
NOX4,0,0
NOX5,0.029,0.023
NOXA1,7.482,5.576
NOXO1,0.195,0.132
NOXRED1,0.554,0.373
NPAP1,0,0
NPAP1L,0,0
NPAP1P2,0,0
NPAP1P3,0,0
NPAP1P4,0,0
NPAP1P6,0,0
NPAP1P7,0,0
NPAS1,7.236,6.878
NPAS2,2.022,1.982
NPAS2-AS1,0.028,0.068
NPAS3,0,0.007
NPAS4,0.456,0.438
NPAT,21.259,17.718
NPB,1.056,1.091
NPBWR1,0.134,0
NPBWR2,0,0
NPC1,16.222,14.056
NPC1L1,0.034,0.041
NPC2,50.119,48.48
NPDC1,41.23,41.067
NPEPL1,3.183,2.827
NPEPPS,34.14,30.511
NPEPPSP1,1.815,1.354
NPFF,0,0
NPFFR1,0,0
NPFFR2,0.153,0.061
NPHP1,0.051,0.03
NPHP3,1.335,1.144
NPHP3-ACAD11,0,0.018
NPHP3-AS1,0.046,0.041
NPHP4,7.121,6.265
NPHS1,0.022,0.013
NPHS2,0,0
NPIPA1,0.856,0.591
NPIPA2,0,0
NPIPA3,0,0
NPIPA5,1.387,1.272
NPIPA7,0,0.051
NPIPA8,0,0
NPIPA9,0.119,0.024
NPIPB10P,0,0
NPIPB11,0.738,0.812
NPIPB12,0.139,0.099
NPIPB13,0.023,0.014
NPIPB14P,0,0.041
NPIPB15,0.847,0.839
NPIPB1P,0.159,0
NPIPB2,1.929,1.361
NPIPB3,0.739,0.757
NPIPB4,0.788,0.891
NPIPB5,0.312,0.4
NPIPB6,0,0.067
NPIPB7,0.035,0.168
NPIPB8,0,0
NPIPB9,0.113,0.202
NPIPP1,3.302,1.64
NPL,3.984,4.178
NPLOC4,57.008,52.518
NPM1,756.844,714.12
NPM1P1,0,0
NPM1P10,0,0
NPM1P11,0,0
NPM1P12,0.216,0
NPM1P13,0,0
NPM1P14,0.069,0.082
NPM1P17,0,0
NPM1P18,0,0.098
NPM1P19,0.169,0.201
NPM1P2,0,0
NPM1P21,1.419,1.218
NPM1P22,0.252,0.15
NPM1P23,0,0
NPM1P24,0.538,0.399
NPM1P25,0,0
NPM1P26,0.244,0.484
NPM1P27,44.219,40.788
NPM1P28,0,0
NPM1P29,0.15,0.178
NPM1P30,0.073,0.086
NPM1P31,0,0
NPM1P32,0.696,0.355
NPM1P33,0.207,0.082
NPM1P34,0,0
NPM1P35,0.069,0.165
NPM1P36,0,0
NPM1P37,0.069,0.245
NPM1P38,0,0
NPM1P39,2.979,1.977
NPM1P4,0,0
NPM1P40,0.082,0
NPM1P41,0,0
NPM1P42,0.07,0.083
NPM1P43,0,0
NPM1P45,0,0
NPM1P46,0.833,1.156
NPM1P47,0,0
NPM1P48,0.07,0
NPM1P49,0.084,0
NPM1P5,0.072,0.256
NPM1P50,0,0
NPM1P51,0.161,0.192
NPM1P52,0,0
NPM1P6,2.552,2.132
NPM1P8,0,0
NPM1P9,2.633,1.777
NPM2,5.882,5.228
NPM3,98.064,97.281
NPNT,0,0
NPPA,0,0
NPPB,0,0
NPPC,0.056,0.133
NPR1,0.425,0.418
NPR2,1.166,0.979
NPR3,0.102,0.064
NPRL2,10.264,9.378
NPRL3,18.705,18.382
NPS,0,0
NPSR1,0,0
NPSR1-AS1,0,0
NPTN,76.59,67.914
NPTN-IT1,1.894,1.971
NPTX1,4.449,4.039
NPTX2,3.649,3.843
NPTXR,4.492,4.288
NPVF,0,0
NPW,1.23,1.539
NPY,2.354,1.84
NPY1R,0.151,0.072
NPY2R,0,0
NPY4R,0,0
NPY4R2,0,0
NPY5R,0,0.021
NPY6R,0,0
NQO1,48.362,51.276
NQO2,2.521,2.62
NQO2-AS1,0.041,0.049
NR0B1,0,0
NR0B2,0.052,0
NR1D1,11.625,9.994
NR1D2,7.818,6.164
NR1H2,22.133,19.778
NR1H3,12.241,11.483
NR1H4,0,0
NR1H5P,0,0
NR1I2,0.357,0.226
NR1I3,0,0
NR2C1,11.801,10.236
NR2C2,25.316,20.893
NR2C2AP,22.873,22.292
NR2E1,0,0
NR2E3,0,0
NR2F1,16.466,13.151
NR2F1-AS1,0.447,0.424
NR2F2,8.914,8.271
NR2F2-AS1,0.149,0.109
NR2F6,49.653,51.297
NR3C1,46.613,41.531
NR3C2,0.064,0.097
NR4A1,0.502,0.411
NR4A1AS,0,0
NR4A2,1.834,1.856
NR4A3,0.114,0.045
NR5A1,0.018,0.042
NR5A2,0.024,0.019
NR6A1,2.217,2.015
NRAD1,0,0
NRADDP,0.209,0.207
NRAP,0,0
NRARP,33.161,32.885
NRAS,330.707,290.572
NRAV,8.759,8.197
NRBF2,60.321,55.867
NRBF2P1,0,0
NRBF2P2,0,0
NRBF2P3,0.069,0.083
NRBF2P4,0,0
NRBF2P5,0,0
NRBP1,55.83,49.91
NRBP2,6.988,5.732
NRCAM,0.036,0.043
NRDC,260.173,220.317
NRDE2,6.279,5.737
NREP,62.836,50.673
NREP-AS1,0,0
NRF1,21.16,19.247
NRG1,0.008,0.003
NRG1-IT1,0,0
NRG1-IT3,0,0
NRG2,0.339,0.388
NRG3,0.012,0.014
NRG3-AS1,0,0
NRG4,1.209,1.124
NRGN,145.985,156.208
NRIP1,19.78,16.786
NRIP2,0,0
NRIP3,18.182,15.954
NRIR,0.59,0.805
NRK,0,0
NRL,1.174,0.847
NRM,22.676,23.435
NRN1,15.713,14.247
NRN1L,0.062,0.074
NRON,0,0
NRP1,2.028,1.804
NRP2,0.182,0.154
NRROS,113.533,108.289
NRSN1,0.044,0.035
NRSN2,21.258,20.796
NRSN2-AS1,3.993,3.245
NRTN,4.279,5.667
NRXN1,0.086,0.085
NRXN2,0.289,0.25
NRXN2-AS1,0,0
NRXN3,0.174,0.106
NSA2,83.541,80.36
NSA2P1,0.076,0.09
NSA2P2,0.154,0.092
NSA2P3,0.154,0.092
NSA2P4,0.23,0.182
NSA2P5,0.233,0.278
NSA2P6,0,0
NSA2P7,0.117,0.139
NSD1,53.919,48.717
NSD2,37.187,33.214
NSD3,40.639,36.064
NSDHL,55.283,50.524
NSF,62.852,54.24
NSFL1C,22.258,20.592
NSFP1,2.042,1.894
NSG1,0,0
NSG2,0,0
NSL1,10.548,9.987
NSMAF,89.216,76.63
NSMCE1,27.412,26.7
NSMCE1-DT,0.222,0.208
NSMCE2,22.111,20.01
NSMCE3,14.601,13.814
NSMCE4A,33.111,29.552
NSMF,125.024,121.075
NSRP1,37.233,31.609
NSRP1P1,0.106,0.253
NSUN2,91.215,82.291
NSUN3,6.564,6.329
NSUN4,23.345,21.136
NSUN5,35.98,37.192
NSUN5P1,3.289,2.725
NSUN5P2,4.617,4.935
NSUN6,9.523,7.693
NSUN7,0,0
NT5C,36.284,33.125
NT5C1A,4.341,4.323
NT5C1B,0,0
NT5C1B-RDH14,0,0
NT5C2,73.803,62.459
NT5C3A,26.836,25.286
NT5C3AP1,1.878,1.503
NT5C3AP2,0,0
NT5C3B,40.179,40.934
NT5CP1,0,0
NT5CP2,0,0
NT5DC1,22.985,21.044
NT5DC2,47.689,47.877
NT5DC3,22.59,19.928
NT5DC4,0,0
NT5E,2.77,2.048
NT5M,4.595,4.443
NTAN1,24.696,24.5
NTAN1P1,0,0
NTAN1P2,1.022,1.368
NTAN1P3,0,0
NTF3,0,0
NTF4,0,0
NTF6A,0,0
NTF6B,0,0
NTF6G,0,0
NTHL1,23.78,23.836
NTM,0.017,0
NTM-AS1,0,0
NTM-IT,0,0
NTMT1,35.061,36.005
NTN1,1.714,1.792
NTN3,0,0.033
NTN4,0,0
NTN5,0.019,0.023
NTNG1,0,0.008
NTNG2,2.208,1.682
NTPCR,7.006,6.645
NTRK1,0.014,0.016
NTRK2,0.006,0.014
NTRK3,0.002,0
NTRK3-AS1,0,0
NTS,0,0
NTSR1,47.666,47.036
NTSR2,0,0
NUAK1,0.729,0.805
NUAK2,0.301,0.295
NUB1,44.016,38.397
NUBP1,36.532,35.4
NUBP2,35.759,36.512
NUBPL,5.184,4.216
NUCB1,123.454,112.836
NUCB1-AS1,0,0
NUCB2,148.835,132.365
NUCKS1,592.446,517.48
NUCKS1P1,0,0.102
NUDC,233.101,225.825
NUDCD1,55.734,45.828
NUDCD2,12.11,11.772
NUDCD3,20.62,19.406
NUDT1,50.339,51.902
NUDT10,0.029,0.069
NUDT11,3.154,2.88
NUDT12,21.284,17.602
NUDT13,5.075,4.561
NUDT14,34.141,30.79
NUDT15,56.349,50.268
NUDT16,24.202,22.801
NUDT16L1,66.458,62.304
NUDT16P1,5.118,4.541
NUDT17,21.642,18.965
NUDT18,30.274,28.829
NUDT19,41.058,40.826
NUDT19P3,0,0
NUDT19P4,0,0
NUDT19P5,0,0
NUDT2,52.454,55.446
NUDT21,153.199,138.796
NUDT22,23.908,23.897
NUDT3,57.307,51.524
NUDT4,15.628,13.734
NUDT4B,0,0.059
NUDT4P2,0,0
NUDT5,45.039,40.991
NUDT6,2.957,2.333
NUDT7,68.026,56.117
NUDT8,16.091,15.422
NUDT9,25.821,26.162
NUDT9P1,0.161,0.192
NUF2,63.731,54.469
NUFIP1,18.486,16.829
NUFIP1P1,0.203,0.145
NUFIP2,87.747,76.477
NUGGC,0.328,0.479
NUMA1,54.299,46.421
NUMB,35.357,28.85
NUMBL,6.303,6.243
NUP107,47.614,39.003
NUP133,102.879,91.094
NUP153,47.34,38.972
NUP155,83.635,74.322
NUP160,92.967,78.808
NUP188,92.548,82.95
NUP205,99.761,84.813
NUP210,325.225,284.657
NUP210L,14.158,11.497
NUP210P1,0,0
NUP210P2,0,0
NUP210P3,0,0
NUP214,41.197,37.411
NUP35,19.595,17.39
NUP35P1,0,0
NUP35P2,0,0
NUP37,47.41,45.764
NUP42,33.084,29.113
NUP43,97.862,88.339
NUP50,73.947,66.964
NUP50-DT,2.563,2.501
NUP54,61.498,54.152
NUP58,40.664,34.574
NUP58P1,0,0
NUP62,114.598,109.588
NUP62CL,1.448,0.995
NUP85,55.765,51.74
NUP88,68.473,62.427
NUP93,40.368,37.743
NUP98,93.141,79.83
NUPR1,1.058,1.336
NUPR2,0.097,0.115
NUS1,88.712,78.674
NUS1P1,36.913,33.038
NUS1P2,0.069,0
NUS1P3,0,0.083
NUS1P4,0,0
NUSAP1,1.865,2.276
NUTF2,108.362,106.843
NUTF2P2,0.313,0
NUTF2P3,0,0
NUTF2P4,0,0
NUTF2P5,0,0
NUTF2P6,0,0
NUTF2P7,0,0
NUTF2P8,0,0
NUTM1,0,0.034
NUTM2A,0.118,0.112
NUTM2A-AS1,2.737,2.589
NUTM2B,0.331,0.253
NUTM2B-AS1,2.257,2.445
NUTM2D,0.464,0.378
NUTM2E,0,0
NUTM2F,0,0
NUTM2G,0,0
