Gene,Pat3.Myeloid,Pat1.Myeloid,Pat2.Myeloid,Pat5.Myeloid,MS2.Myeloid,MS4.Myeloid,MS5.Myeloid
VEGFB,3.708,3.86,3.894,4.185,3.038,5.003,5.98
VGF,,,,,,,
VIM,0.6812,1.978,1.978,0.9417,5.388,8.153,9.839
VIPR1,2.815,2.9,3.47,3.352,1.767,0.8619,0
VLDLR,0.6812,2.782,2.692,1.156,0,2.094,0.9515
BEST1,4.112,4.431,4.375,4.256,4.156,3.198,2.914
TRPV1,2.006,1.978,2.868,2.772,0,2.749,1.52
VWF,0,0.6671,0,0.3862,0,0,0.9515
WAS,6.644,5.971,6.227,5.905,5.011,6.371,6.286
WIPF1,5.194,5.227,5.164,5.206,5.544,5.863,6.001
EIF4H,5.836,5.603,6,5.991,5.989,6.172,6.022
CLIP2,2.685,1.745,2.949,2.486,0,2.094,1.52
DAGLA,0,0,0.5059,0,0,0,0
WNT7B,4.581,4.47,4.801,4.389,5.815,4.247,2.379
WNT2B,3.773,4.265,4.345,5.081,5.933,4.578,2.822
WRN,1.771,3.295,2.491,2.319,2.538,2.094,1.264
XPA,3.708,3.738,3.625,3.262,2.538,3.434,2.617
XPC,3.836,4.126,3.852,4.084,1.767,3.815,3.083
XPNPEP1,3.33,3.379,3.674,3.394,2.538,3.321,4.077
XRCC3,2.006,1.122,1.632,1.507,0,2.562,0
XRCC4,1.491,1.745,1.422,1.507,1.767,2.347,1.927
YY1,5.91,5.799,5.775,6.162,6.637,6.189,6.197
YWHAH,5.774,5.752,6.259,6.216,4.778,5.999,6.032
YWHAZ,5.709,5.704,5.775,5.518,6.705,6.267,7.21
SF1,6.15,6.125,6.047,6.13,6.042,6.088,5.773
ZFX,3.568,3.86,4.048,4.471,3.408,3.815,3.16
ZIC1,0,0,0,0,0,0,0
C21orf2,0,1.122,1.176,1.789,0,1.788,0
ZNF7,4.061,3.972,3.524,3.858,4.778,1.788,3.233
CNBP,5.352,5.437,5.181,5.708,5.875,5.573,6.224
ZNF12,3.33,3.86,3.973,4.084,1.767,3.637,3.664
ZNF20,0,0,0,0,1.767,0.8619,0.5528
ZNF182,3.414,1.978,1.978,2.319,0,2.347,1.52
ZNF26,5.146,5.157,5.214,5.806,6.977,5.597,3.862
ZNF32,2.006,1.122,2.379,2.319,2.538,2.094,2.503
ZNF33B,4.061,4.174,3.852,4.004,5.115,3.321,3.16
ZKSCAN1,6.927,7.09,7.172,6.955,7.715,6.545,6.131
ZSCAN21,2.385,1.745,3.098,2.836,0,2.094,0.9515
ZNF43,4.008,4.077,3.524,3.796,3.947,3.815,3.303
ZNF45,0.6812,1.122,1.632,2.025,0,0.8619,0.5528
CA2,0.6812,0,1.422,0,3.408,2.094,3.815
ZNF74,1.491,1.978,1.978,1.507,0,1.398,0
ZNF75A,4.162,4.265,4.011,3.918,3.038,2.914,3.16
ZNF76,3.953,2.653,3.625,3.167,0,2.914,3.233
CA8,2.006,0,2.595,0,0,0,0
ZNF121,4.467,3.972,4.12,4.11,4.156,4.047,3.16
MKRN3,0.6812,1.467,0.8798,0.3862,2.538,0,0
ZNF133,2.208,1.745,1.816,1.342,0,1.398,1.264
ZNF138,2.208,2.782,2.124,2.227,2.538,1.788,2.243
ZNF141,2.385,2.782,2.692,2.227,1.767,1.398,1.52
ZNF142,1.142,1.978,1.816,2.836,0,0,1.264
PCGF2,0,0,0.5059,0,0,0.8619,1.738
ZBTB17,2.208,1.745,1.422,2.13,0,1.398,1.264
TRIM26,3.836,3.917,4.12,4.135,3.947,3.897,4.228
RNF112,0,0,0,0,2.538,0,0
ZNF189,2.208,2.512,2.257,2.772,1.767,1.398,2.822
ZKSCAN8,3.895,4.35,3.575,3.764,3.947,2.749,3.495
ZMYM2,4.752,5.336,4.487,4.839,4.778,4.578,4.192
ZNF205,1.491,1.122,1.176,0.6905,1.767,1.788,1.52
ZNF224,1.491,1.745,2.124,2.405,1.767,1.398,2.503
ZNF226,3.24,2.9,3.098,3.828,4.156,2.914,3.083
CACNA1E,1.142,0.6671,0.5059,0,3.038,0,0
ZNF227,2.385,1.745,1.816,1.789,3.408,1.398,1.927
ZNF112,1.771,0.6671,1.632,1.156,0,0.8619,0.5528
SLC30A1,4.846,4.81,4.616,4.53,2.538,4.308,4.332
SLC30A3,0,0,0,0,0,0,0
SLC30A4,2.385,1.467,1.422,1.655,1.767,2.347,1.738
MAP3K12,0.6812,1.978,0.8798,1.342,0,1.398,1.264
DDR1,2.543,3.459,4.084,3.889,4.338,2.094,1.264
LRP8,3.043,2.512,3.414,3.731,0,0,0.5528
SNORD3A,3.836,3.738,2.783,2.836,3.408,2.562,1.52
DAP3,5.044,5.377,5.426,5.132,5.212,4.183,5.094
CACNB3,0.6812,0.6671,0.8798,1.156,0,0,0
MOGS,3.708,3.86,3.47,4.16,3.038,3.063,2.822
TUBA1A,6.022,5.814,5.624,5.774,8.469,5.923,6.785
CACNB4,5.194,5.033,5.198,5.145,3.408,3.198,3.434
SCG2,0,0,0.5059,0,2.538,0.8619,0
SEMA3B,0,0,0.5059,0.3862,2.538,0.8619,0
USP7,4.652,4.839,5.077,4.451,3.408,5.003,4.264
SLC25A20,1.142,1.122,1.176,1.156,1.767,2.749,3.083
DUSP26,0,0.6671,0,0,1.767,0,0
PRR14,2.208,2.355,2.491,2.955,2.538,3.434,2.822
C7orf49,1.491,0,0.8798,0.9417,2.538,2.094,0.9515
TRIR,5.373,5.084,5.44,4.431,5.544,5.692,5.736
DDX50,3.414,3.917,3.296,3.828,3.703,3.974,3.233
CENPM,1.142,0,0,0,0,0,0
AHNAK,2.933,1.122,1.632,0,6.328,6.631,6.553
PDCL3,2.685,2.179,3.025,2.896,5.011,2.094,3.16
C7orf26,2.543,2.179,1.978,3.352,1.767,2.094,2.094
NABP2,3.414,2.179,2.379,2.486,0,2.914,2.914
KXD1,4.162,2.653,3.625,3.591,3.408,3.539,3.952
ZFYVE21,3.043,2.355,2.949,2.563,3.038,2.347,3.37
TMEM38A,2.543,2.653,2.124,1.342,4.778,0,0.5528
SECISBP2,5.194,5.844,5.73,5.418,4.156,5.075,4.882
REEP5,5.121,4.869,5.339,5.508,5.617,5.301,6.052
ASPSCR1,2.006,1.745,1.816,2.486,0,2.749,2.094
KDELC1,0.6812,0,1.422,0,0,1.398,0.9515
ELOVL6,2.933,3.01,2.379,2.563,4.5,1.788,0.5528
SLC25A23,2.208,1.745,2.595,1.156,3.038,0,1.738
ZNF426,6.113,5.829,5.981,6.32,7.319,5.98,4.298
TRAPPC6A,1.142,1.978,1.176,1.655,2.538,2.749,3.303
METTL22,5.017,4.508,4.315,4.431,6.491,4.966,3.495
CHAC1,0,0,0,0,0,0,0.5528
C9orf16,3.24,2.179,3.167,2.706,2.538,3.637,5.152
UQCC3,1.771,1.745,1.176,1.912,1.767,2.347,1.927
MAPKAP1,4.008,3.8,4.54,3.554,1.767,4.719,5.547
APOO,1.771,1.978,1.632,1.789,3.038,2.094,1.52
RETREG2,4.344,4.025,4.12,4.471,3.038,4.247,4.97
CCDC28B,0,0,0.5059,0.3862,0,1.398,0.5528
MBOAT7,2.933,3.01,3.674,4.058,0,4.476,4.298
PPDPF,2.685,2.512,3.233,3.011,5.989,4.422,6.102
ALDH5A1,3.414,2.9,1.816,3.627,5.302,3.974,2.914
DHRS11,1.491,2.653,2.124,2.563,0,0.8619,1.738
PRRC2A,4.21,2.653,3.766,3.663,3.408,2.347,2.094
LENG1,2.815,1.978,2.949,2.706,0,3.063,2.822
C1orf35,2.685,2.179,2.692,1.789,1.767,2.749,2.243
CRELD2,3.493,3.379,2.783,3.476,1.767,2.562,3.553
FBXL15,2.006,1.467,2.868,2.772,0,2.094,2.503
BRCC3,2.815,3.01,2.868,3.352,3.703,3.539,3.995
FSD1,0.6812,0,0.5059,0,0,0,0
TMEM43,3.043,3.8,3.72,2.772,2.538,3.897,3.766
SLC39A7,1.491,1.467,1.978,2.955,0,1.788,2.094
MMEL1,,,,,,,
ZXDC,3.64,2.653,3.766,3.065,3.038,3.198,3.303
BHLHE41,8.867,9.148,9.048,9.637,7.826,6.035,6.71
TFEB,4.467,2.782,3.934,3.627,3.038,4.183,4.429
WDR25,1.142,0,0.8798,0.6905,0,0,0.9515
RIPOR1,5.264,5.084,5.426,4.9,3.703,4.763,5.189
EPM2A,1.142,2.179,1.422,2.025,0,0.8619,0.9515
ATP13A3,4.581,4.716,4.801,5.145,4.156,3.897,4.712
ABHD8,1.771,1.745,2.595,1.655,0,2.094,2.617
SLC52A2,3.414,2.179,2.692,3.308,3.038,2.562,3.664
SPAG16,2.006,2.179,2.124,1.912,1.767,2.347,1.52
CARS2,3.414,3.01,3.575,3.828,1.767,3.974,3.495
RNF128,0,0,0,0,0,0,0
MRPL24,3.043,3.111,2.783,2.319,4.646,3.321,3.083
MUL1,3.568,2.782,2.491,2.896,0,2.094,3.37
SAP130,2.933,2.512,3.47,2.319,2.538,3.321,3.303
ADIPOR2,3.773,3.8,3.766,4.346,3.947,3.637,3.303
PGBD5,3.414,3.111,3.524,3.065,5.115,1.788,3.303
NAA16,4.962,5.033,4.566,5.194,6.284,4.528,3.664
CCNJL,0,0,0,0,0,0,0
RNASEH2B,4.905,4.716,4.566,4.839,3.947,5.24,5.443
C1orf54,3.895,3.673,4.22,4.004,1.767,3.974,4.763
EFL1,2.006,2.179,2.491,1.912,2.538,0.8619,2.243
SCRN3,2.006,2.653,1.632,2.227,2.538,1.398,2.094
TMEM53,1.142,1.122,0.5059,1.655,1.767,0.8619,2.822
CHMP6,1.142,1.122,1.176,1.156,1.767,0,1.264
MCPH1,2.815,4.174,3.766,3.262,4.646,2.347,2.379
AIMP2,0,1.122,1.176,0.3862,0,1.398,0.5528
PPP1R3B,5.821,5.109,5.147,5.527,7.648,5.176,3.37
NEIL1,2.933,2.355,3.167,2.405,0,0,0
DHX40,2.685,3.01,2.491,2.772,1.767,2.749,3.495
KLF3-AS1,2.815,3.295,3.167,2.405,0,2.347,0
ZCCHC6,4.344,5.157,4.566,5.276,3.947,4.117,4.264
MSANTD2,3.24,2.9,2.783,3.436,2.538,1.788,0.9515
SAP30L,3.568,2.782,3.414,2.955,1.767,3.434,3.434
ZYG11B,5.07,5.059,4.906,5.068,6.328,5.075,5.133
CALCB,0,0,0,0,0,0,0
OGFOD3,2.933,2.355,2.257,2.955,3.408,2.914,3.61
LRRK1,4.752,5.227,4.801,4.549,0,3.539,3.61
COLGALT1,5.33,4.98,4.926,4.9,4.5,5.176,5.761
NPEPL1,3.043,2.179,3.414,2.772,0,2.562,2.617
PPCS,3.895,4.077,4.665,4.279,3.038,4.308,5.279
TBL1XR1,5.264,5.271,5.095,4.586,3.703,5.416,4.712
AAGAB,1.491,2.653,1.816,1.655,0,2.347,3.083
PALB2,2.685,2.512,2.124,2.13,1.767,2.094,1.264
NARS2,1.491,1.467,1.632,1.655,0,1.788,0.9515
KCTD17,1.771,0.6671,2.491,1.789,0,0,2.617
SLC25A22,1.142,1.122,0.8798,0.9417,0,0.8619,1.52
ASB13,2.385,1.467,2.379,1.789,2.538,2.562,2.379
ZNF668,0,0.6671,0,0.3862,0,0,0
FZD3,3.33,3.01,2.949,3.011,5.815,3.897,2.094
C1orf115,0,0.6671,0,0,0,0.8619,0.5528
MCTP1,0.6812,1.467,0,0.3862,1.767,3.815,3.434
GRTP1,3.708,3.01,3.025,4.302,4.778,3.063,2.094
ACBD4,2.208,3.01,3.766,3.515,1.767,1.788,1.264
MICALL2,0.6812,0.6671,0.5059,0.3862,0,0,0.5528
CCDC82,4.061,4.077,3.47,3.764,4.156,3.539,3.303
LRRC31,0,0,0,0,0,0,0
ZNF665,5.308,5.133,5.468,6.111,7.109,5.143,3.303
C12orf49,2.006,2.355,2.379,2.486,3.038,3.063,4.264
CARF,5.017,5.109,4.801,5.343,6.239,4.047,3.716
GSTCD,1.491,2.179,1.816,2.227,0,2.094,1.264
PTCD2,3.568,2.179,3.233,3.011,3.038,3.198,1.927
ZNF552,1.491,1.745,2.124,1.655,0,1.398,1.927
ST7,0.6812,1.122,0.8798,0.9417,1.767,1.398,2.503
METTL8,4.544,4.47,4.641,4.389,6.284,4.719,4.429
QSER1,4.301,4.616,4.54,4.031,3.038,3.729,3.553
PEAK1,5.044,4.716,4.965,4.885,5.933,5.143,3.61
PIP4K2C,1.142,1.745,2.257,1.342,3.038,1.788,2.617
ZDHHC11,0,0.6671,0,0,0,0,0
MFSD13A,1.491,1.467,2.124,1.789,0,1.398,1.738
CPSF7,5.394,5.227,5.369,5.241,5.212,5.039,4.116
RABEP2,1.491,1.467,1.422,1.342,1.767,1.398,0.5528
ZC3H14,3.414,4.35,4.253,2.563,3.038,2.749,3.815
MAP9,3.043,3.111,3.233,2.025,2.538,1.788,1.52
HDAC11,2.208,0.6671,1.422,1.655,3.947,1.398,1.927
CAAP1,2.685,2.355,2.595,2.706,1.767,1.398,2.914
RIN3,3.895,3.459,4.487,4.586,3.703,4.674,5.013
THNSL1,0.6812,1.978,2.379,1.912,2.538,1.398,0.5528
TMC7,3.953,3.206,3.167,3.352,5.011,1.788,3.16
MORN1,0,0,0.8798,0.3862,0,0,0
TUSC3,,,,,,,
TCEAL4,3.953,4.683,4.487,4.53,4.156,4.047,4.712
MRM1,0,0.6671,0.8798,0.3862,0,0.8619,0.5528
SPEF2,3.043,2.9,2.692,2.836,3.703,1.788,0.9515
UBXN8,2.006,2.355,2.868,2.13,0,1.788,2.379
COQ8B,2.208,1.745,2.379,1.789,0,2.094,2.723
ZNF696,1.142,0.6671,0.8798,0.6905,2.538,0.8619,1.52
L2HGDH,5.286,5.397,5.384,7.198,8.517,5.47,4.116
DHDDS,1.491,1.122,2.124,2.025,0,1.398,3.001
NOL10,2.543,2.179,2.491,2.636,2.538,3.063,2.503
PDZD7,0,0,0.5059,0,0,0,0.5528
PAQR6,0.6812,1.745,1.176,0.9417,3.038,2.749,2.094
ATAT1,1.142,2.653,1.978,3.308,1.767,2.094,2.617
DNAJB14,4.815,5.293,4.757,5.206,5.011,3.974,4.365
ZNF702P,,,,,,,
ELOVL7,0.6812,0,0.5059,0.3862,1.767,0,0
GREB1L,0,0.6671,0,0,1.767,0,0
C10orf88,1.771,1.122,1.422,1.507,0,1.398,1.52
FAM192A,5.264,4.953,5.113,4.302,5.302,4.888,5.208
PHC3,4.544,4.47,4.54,4.623,4.5,3.198,3.862
WWC2,3.043,4.126,3.625,3.065,2.538,1.398,1.264
NAA25,3.895,4.581,4.011,4.256,3.038,3.974,3.952
FOXRED2,1.771,3.534,2.491,2.836,5.011,4.366,3.61
NRSN2,0,0,0.8798,0.3862,0,0.8619,0.9515
PANK2,5.623,5.271,5.942,5.081,5.212,4.047,3.908
SEMA6D,4.876,5.586,4.985,4.549,2.538,0.8619,0.5528
CSRNP3,0,0.6671,0,0,1.767,0,0
PGAP1,0,2.355,1.422,1.156,1.767,0,0.9515
ADAMTS20,0,0,0.5059,0,0,0,0
CCDC15,0.6812,3.01,0.5059,1.655,2.538,1.788,1.52
ZNF606,2.385,3.459,2.783,3.352,3.408,1.398,2.617
MZT2B,3.414,2.9,3.356,2.706,0,4.627,4.882
BAIAP2L2,0,0,0.8798,0.3862,0,0,0
CCDC170,0,1.122,0.5059,0.6905,3.947,1.788,2.822
RPF1,3.145,3.534,3.167,2.955,1.767,3.434,3.001
PTGES2,2.006,2.355,2.868,2.405,1.767,2.914,3.434
THOC7,2.933,3.01,3.098,3.065,2.538,3.434,4.298
ZC3H12A,2.543,1.978,3.098,3.167,0,1.788,2.914
EDC3,2.815,1.745,1.978,2.955,0,2.749,1.927
PGGHG,3.145,3.86,4.22,3.663,5.212,3.198,1.927
RNF34,2.933,3.673,3.356,3.436,0,2.914,3.083
HKDC1,0,0.6671,0,0.3862,0,0.8619,0
OPA3,4.387,4.581,4.375,4.549,5.933,4.422,2.914
CCDC92,5.044,2.355,3.356,2.227,4.156,2.749,3.61
TM2D3,4.428,3.917,4.566,4.41,3.947,3.974,3.995
ALPK1,3.145,4.025,4.375,4.256,2.538,3.198,3.233
NAA50,3.145,3.605,3.356,4.302,4.646,4.117,4.787
COQ10B,3.568,3.01,3.414,3.515,3.947,3.198,2.503
ACSF2,2.006,2.653,2.124,2.13,1.767,2.562,2.243
TARS2,4.256,4.508,4.375,4.568,6.452,3.815,3.815
PAAF1,4.256,3.379,4.12,3.697,4.899,2.749,2.723
WDR26,4.99,5.084,4.844,5.014,5.011,4.927,5.171
PIGZ,0.6812,1.122,0,0.3862,0,0,0
CEP63,4.112,4.22,4.12,4.346,3.038,3.321,3.716
EFHC2,0,0,0,0,0,0.8619,0
TRIM45,1.491,1.745,2.124,0.6905,2.538,1.398,0
ZNF430,4.99,5.204,4.779,5.107,5.875,4.422,4.155
STAM,3.64,2.9,3.233,3.215,3.947,3.063,3.001
HSD3B7,0.6812,2.355,1.632,1.789,0,1.398,4.46
GRPEL1,2.933,3.295,2.949,2.955,1.767,2.749,3.37
SCUBE1,1.491,2.179,1.176,0.6905,0,0.8619,0
CUBN,2.006,1.467,1.816,2.13,3.038,2.347,1.264
MTERF2,2.208,2.512,2.949,2.486,3.408,1.788,2.379
EFHD1,0,0,0.5059,0,5.011,2.347,0.9515
WDCP,2.543,0.6671,1.632,0.6905,1.767,0,0.5528
TET1,1.142,2.355,1.176,1.507,3.408,0.8619,0.9515
LRRC27,3.33,3.206,2.868,4.058,5.933,4.183,1.52
CEP70,0.6812,2.179,2.124,1.156,0,0,0.5528
PUS1,4.162,4.126,4.22,4.16,5.212,4.117,2.822
ABTB1,3.043,1.978,2.868,3.591,3.038,3.063,2.723
DNAJC5,4.061,4.22,4.375,5.194,4.156,4.183,4.97
ADAM33,0,0,0.5059,0.3862,0,0,0
WDR82,4.752,4.683,5.095,5.428,5.388,5.669,5.244
SLC25A16,5.17,4.98,5.164,4.64,5.115,4.183,3.083
REEP4,5.218,3.972,5.696,5.478,4.778,4.308,4.155
COASY,2.815,2.355,1.978,3.065,1.767,2.094,3.16
WDR61,3.24,2.355,3.167,3.117,3.038,3.063,3.908
ADAM12,0,1.122,0.8798,0,1.767,1.398,1.264
PDCD1LG2,1.491,1.122,1.816,2.13,0,0,1.927
CALM2,6.898,6.816,6.795,6.573,6.412,6.82,7.528
UBXN6,3.33,3.01,3.167,3.065,1.767,4.117,4.398
TSGA10,0.6812,2.512,1.176,2.319,2.538,1.788,1.52
ACAD10,2.208,2.512,2.491,2.405,3.703,2.347,2.243
ARHGAP39,0,0,0.5059,0.9417,0,0.8619,0
PRR3,1.142,1.467,0.8798,1.507,0,0,0.5528
THUMPD2,3.773,3.534,3.167,3.918,0,2.347,1.738
TSEN2,2.685,3.295,2.949,1.655,1.767,2.562,2.094
CYB5B,3.493,2.782,3.356,3.394,3.038,3.729,3.303
USP5,3.568,2.512,3.524,3.394,4.338,3.063,4.077
COL18A1,3.493,2.653,3.524,3.918,0,2.347,0
MLF2,4.876,4.22,5.113,4.389,5.686,4.763,5.363
CMIP,6.323,6.401,6.64,6.005,5.212,6.088,5.869
CALM3,3.24,3.295,3.973,3.167,3.703,4.183,5.59
ASXL3,0,1.745,0,0,2.538,0,0.5528
SSPN,4.72,5.007,4.284,4.549,3.408,3.897,3.16
DDHD1,3.568,3.459,3.524,3.215,3.703,3.198,4.365
APOL6,4.387,4.869,4.688,4.491,5.011,5.758,5.903
KMT2D,4.162,4.025,4.048,3.947,3.038,3.539,3.434
AAAS,3.145,2.9,3.296,2.025,3.408,2.914,2.914
PRRT1,0.6812,0.6671,0,0.6905,0,0.8619,0
ILKAP,2.933,3.01,2.949,3.627,0,2.749,2.503
SLC2A10,0,0,0.5059,0.3862,0,0,0
CLPTM1L,2.933,3.295,3.625,3.436,3.038,3.637,3.862
ANP32A,5.79,4.81,5.495,5.157,4.646,5.573,5.869
PTDSS2,2.543,1.122,2.491,2.319,2.538,2.094,2.094
MOB2,1.771,0.6671,2.595,2.706,2.538,2.562,2.243
SGPP1,4.162,4.22,3.025,4.824,4.646,4.528,5.033
GDPD5,0,0,0.8798,1.156,0,0.8619,0
FBXO38,2.815,3.379,3.81,3.858,3.947,3.198,3.553
STMN4,0,0,0,0,4.156,1.398,0.5528
VOPP1,4.876,4.22,4.965,5.068,3.947,5.548,5.88
FAM49A,3.493,4.22,3.766,3.394,1.767,4.247,4.298
LMAN2L,2.815,2.355,1.978,1.789,3.038,2.562,1.927
CSRNP2,2.685,2.512,2.949,2.955,2.538,2.094,2.617
GFOD2,3.043,3.673,3.625,3.663,5.686,2.749,2.243
PLA2G12A,3.568,3.206,3.167,3.476,3.408,3.321,3.083
CAMK2B,2.933,0.6671,1.422,0.3862,3.408,0,0.5528
CDADC1,2.208,1.978,2.692,2.227,3.947,2.562,2.094
TRIM8,4.387,4.077,4.641,4.76,4.338,4.422,4.66
SNX27,4.301,4.431,4.735,4.256,4.338,4.627,4.606
NIPA2,2.006,1.978,2.124,2.486,3.038,2.094,3.233
CAB39L,1.771,0.6671,0.8798,0.9417,2.538,0.8619,1.738
UNC93B1,6.376,5.672,6.01,5.418,4.778,5.903,5.857
TSC22D4,4.617,3.8,4.54,3.947,5.011,4.848,5.133
MAP1LC3B,4.905,4.65,4.54,4.256,4.899,5.416,5.822
CCNL2,5.373,5.621,5.636,5.518,4.899,4.528,4.46
VMP1,4.815,4.47,4.591,5.23,4.5,5.496,5.845
MADCAM1,1.142,0.6671,1.176,0,0,0.8619,0.9515
SF3A2,4.008,3.459,4.048,3.976,3.408,3.974,4.036
NUAK2,3.773,3.206,4.12,2.636,3.038,3.321,2.617
RNF170,5.758,5.133,5.369,5.949,7.362,5.33,4.365
ADAMTS10,4.387,4.508,4.865,3.764,3.038,2.562,0
NETO1,0,0.6671,0,0,1.767,0,0
TRIM56,6.941,6.666,7.031,6.797,7.502,6.712,6.151
SFXN3,3.043,2.179,2.595,3.591,3.038,2.749,4.116
LAS1L,2.933,2.9,2.491,2.319,0,2.562,2.822
HYI,2.006,0.6671,1.176,1.655,0,0,0.5528
QTRT1,2.543,2.179,2.692,3.011,0,2.562,1.52
SLC25A28,4.815,4.716,5.095,4.368,4.778,4.528,3.995
CAMLG,3.64,3.459,3.025,3.308,2.538,4.422,4.264
DPF1,0,0,0.5059,0.3862,0,0,0
HDHD3,3.708,3.605,4.12,4.031,5.468,2.749,2.822
MKKS,3.568,3.111,3.025,3.352,3.038,3.434,3.766
NCOA3,4.72,5.315,4.665,4.944,3.947,5.416,4.992
CLTCL1,0,0,0,0,0,0,0
SYN3,0,0,0,0,0,0,0
USP9X,4.876,4.779,4.906,4.76,5.011,5.47,5.244
CAPN2,3.836,3.917,3.766,3.663,4.156,4.047,4.036
RBM10,3.414,3.605,3.674,2.636,3.038,3.321,3.664
KDM5C,4.008,4.47,4.46,4.389,3.408,4.806,3.766
SMC1A,4.21,4.65,4.487,5.119,4.156,4.247,4.992
CAPNS1,5.91,5.227,6.038,4.693,3.703,6.44,7.571
NAA10,3.33,2.355,3.098,3.117,1.767,2.347,3.303
TRRAP,3.145,3.01,3.233,2.896,1.767,2.562,3.233
CAPZA2,5.434,5.293,5.684,5.397,6.239,5.822,6.233
AXIN1,1.771,1.745,2.868,2.486,0,2.347,1.927
AXIN2,0,0,0.5059,0,0,0,0
BAP1,3.33,3.206,2.783,3.117,1.767,3.321,2.914
BRAP,2.815,3.01,2.257,3.554,0,3.321,3.083
CARS,3.145,3.111,2.257,3.352,3.947,2.914,2.379
HIST1H2AC,2.815,0.6671,2.257,2.896,3.703,2.094,1.52
SH3BGRL3,6.487,5.55,6.513,5.397,7.031,7.581,8.955
SF3B5,4.21,4.716,3.852,3.858,4.156,4.848,4.992
EMC6,,,,,,,
DDX59,4.112,3.673,3.894,4.185,5.544,3.729,2.822
AIF1L,0,0,0,0,3.038,0.8619,0.9515
COG3,2.543,3.8,2.595,3.262,0,2.749,2.723
TMEM47,0.6812,0,0,0,0,0.8619,0
CCM2,3.953,2.782,3.098,4.004,3.408,3.637,3.553
ZMIZ2,3.836,3.972,4.22,3.476,1.767,3.815,3.766
C11orf68,4.162,3.917,4.12,2.486,3.038,4.247,3.664
FAM107B,2.006,2.179,2.692,2.025,4.646,4.578,4.116
SELENOO,4.256,3.673,4.46,4.471,4.899,3.897,3.303
CCDC3,0,0,0,0,1.767,0,0
FAM167A,0,0,0,0,0,0,0
DYNLRB2,,,,,,,
CD99L2,3.64,3.206,3.72,3.515,3.703,3.539,3.908
HSDL1,2.208,2.179,2.491,2.13,3.038,2.347,2.243
RPS6KL1,1.491,2.653,2.595,1.507,0,0.8619,1.52
RHNO1,2.385,2.179,1.816,2.13,1.767,2.347,3.16
CALN1,0.6812,0,0,0,3.408,0.8619,0
SH3BGRL2,0,0,0.5059,0.3862,3.038,0,0
TRPT1,3.708,3.459,3.934,3.436,0,2.749,2.914
FAM57B,,,,,,,
MARVELD1,2.685,1.978,3.025,2.636,1.767,2.749,2.822
ZNF484,2.208,0.6671,1.422,2.025,0,1.398,2.243
FSD1L,0.6812,0.6671,1.422,0.9417,1.767,0.8619,1.738
RAB34,2.208,2.512,3.356,2.896,0,2.749,3.553
BCO2,5.218,4.683,4.946,4.135,5.617,3.063,2.379
MRO,1.771,1.745,2.124,2.025,1.767,1.398,1.264
TM2D2,4.008,4.025,4.12,4.824,4.338,3.974,4.633
SPATA9,0,0,0.5059,0,0,0.8619,0.5528
SNX25,2.006,1.745,2.379,2.025,1.767,0.8619,0.5528
KCTD10,3.24,2.653,3.575,3.697,3.408,2.749,3.434
OR3A3,,,,,,,
STK40,3.145,2.782,2.949,3.167,0,3.063,4.606
TATDN1,2.385,1.978,2.595,2.706,2.538,1.398,0.9515
TM2D1,4.467,4.581,4.591,4.64,3.408,4.183,3.952
PIP5K1B,4.652,4.077,4.253,3.731,2.538,1.788,1.52
PIP4K2B,5.218,5.109,5.247,4.623,4.646,4.578,4.52
PLA2G6,2.385,2.512,2.595,2.405,2.538,1.398,0.5528
IFI27L2,2.815,2.512,2.595,2.706,1.767,2.562,4.077
KREMEN1,4.686,4.431,4.315,4.64,7.005,4.476,3.495
B3GNT5,6.487,6.707,6.779,7.9,3.703,2.562,3.434
FAM160A2,3.568,3.605,3.233,3.515,1.767,3.198,2.822
ARMC2,1.142,1.122,1.816,0.6905,0,0.8619,0.5528
QRICH2,0,0,0,0.3862,0,0.8619,0.5528
C3orf20,0,0,0,0,0,0,0
KBTBD7,3.836,3.01,3.934,2.636,2.538,3.637,2.822
ULK1,3.414,4.47,3.098,3.591,3.408,3.637,3.083
ENKD1,1.142,0.6671,0.8798,0.6905,0,0.8619,0.9515
PCBD2,3.493,3.86,3.356,2.836,3.038,4.366,3.716
PRAM1,5.641,4.025,4.965,4.346,3.408,4.308,4.882
BCAR3,4.686,3.8,4.487,4.233,1.767,3.321,3.495
ZNF394,3.895,3.605,3.356,4.004,4.338,2.562,3.766
LRRIQ1,1.491,3.01,0.8798,0,3.703,0.8619,0
CEP78,4.652,5.007,4.641,4.256,5.815,4.247,2.723
TOMM40L,0.6812,0.6671,0.5059,0.9417,0,0,1.738
FAM161A,4.686,4.748,4.514,5.963,7.134,4.476,3.083
SYDE2,,,,,,,
PPP1R1B,0,0,0,0,0,0,0
ARID5B,2.543,4.22,2.257,3.352,5.212,3.434,4.264
ASCC2,4.962,4.81,5.041,4.431,4.646,4.578,4.549
POLR1B,1.771,2.355,2.595,2.227,0,2.094,2.503
ELMOD3,2.685,2.179,3.356,3.117,3.703,2.562,2.503
FAR1,4.686,5.007,4.514,5.253,3.947,4.763,5.074
METTL25,2.006,2.9,2.868,2.025,1.767,2.094,1.52
FAM96A,3.895,4.265,4.926,3.889,3.408,4.966,5.671
SETD3,4.256,3.673,4.284,4.256,2.538,3.974,3.862
